,Unnamed: 0.1,Unnamed: 0,read_code,brand_name,term_description,term,dose,quantity,group,with_calcium_channel_blocker,with_diuretic
219,219.0,219.0,bdfB.,Cardicor,Cardicor 3.75mg tablet,Bisoprolol Fumarate,3.75 mg,,beta blockers,False,False
220,220.0,220.0,bdfC.,Cardicor,Cardicor 5mg tablet,Bisoprolol Fumarate,5 mg,,beta blockers,False,False
221,221.0,221.0,bdfD.,Cardicor,Cardicor 7.5mg tablet,Bisoprolol Fumarate,7.5 mg,,beta blockers,False,False
222,222.0,222.0,bdfE.,Cardicor,Cardicor 10mg tablet,Bisoprolol Fumarate,10 mg,,beta blockers,False,False
223,223.0,223.0,bdfF.,Bipranix,Bipranix 5mg tablet,Bisoprolol Fumarate,5 mg,,beta blockers,False,False
224,224.0,224.0,bdfG.,Bipranix,Bipranix 10mg tablet,Bisoprolol Fumarate,10 mg,,beta blockers,False,False
225,225.0,225.0,bdfH.,Soloc,Soloc 5mg tablet,Bisoprolol Fumarate,5 mg,,beta blockers,False,False
226,226.0,226.0,bdfI.,Soloc,Soloc 10mg tablet,Bisoprolol Fumarate,10 mg,,beta blockers,False,False
227,227.0,227.0,bdfJ.,Vivacor,Vivacor 10mg tablet,Bisoprolol Fumarate,10 mg,,beta blockers,False,False
228,228.0,228.0,bdfK.,Vivacor,Vivacor 5mg tablet,Bisoprolol Fumarate,5 mg,,beta blockers,False,False
229,229.0,229.0,bdfL.,Congescor,Congescor 1.25mg tablet,Bisoprolol Fumarate,1.25 mg,,beta blockers,False,False
230,230.0,230.0,bdfM.,Congescor,Congescor 2.5mg tablet,Bisoprolol Fumarate,2.5 mg,,beta blockers,False,False
231,231.0,231.0,bdfw.,Soprol,Bisoprolol fumarate 1.25mg tablet,Bisoprolol Fumarate,1.25 mg,,beta blockers,False,False
232,232.0,232.0,bdfx.,Soprol,Bisoprolol fumarate 2.5mg tablet,Bisoprolol Fumarate,2.5 mg,,beta blockers,False,False
233,233.0,233.0,bdfy.,Soprol,Bisoprolol fumarate 3.75mg tablet,Bisoprolol Fumarate,3.75 mg,,beta blockers,False,False
234,234.0,234.0,bdfz.,Soprol,Bisoprolol fumarate 7.5mg tablet,Bisoprolol Fumarate,7.5 mg,,beta blockers,False,False
235,235.0,235.0,bdh..,Toprol,Metoprolol fumarate,Metoprolol Tartrate,,,beta blockers,False,False
236,236.0,236.0,bdh1.,Toprol,Metoprolol fumarate 190mg tablet,Metoprolol Tartrate,190 mg,,beta blockers,False,False
237,237.0,237.0,bdh2.,Toprol,Metoprolol fumarate 95mg tablet,Metoprolol Tartrate,95 mg,,beta blockers,False,False
238,238.0,238.0,bdh3.,Metoros,Metoros 190mg tablet,Metoprolol Fumarate,190 mg,,beta blockers,False,False
239,239.0,239.0,bdh4.,Metoros,Metoros 95mg tablet,Metoprolol Fumarate,95 mg,,beta blockers,False,False
240,240.0,240.0,bdi2.,Cartrol,Cartrol 10mg tablet,Carteolol Hydrochloride,10 mg,,beta blockers,False,False
241,241.0,241.0,bdj2.,Celectol,Celectol 200mg tablets 28-CP,Celiprolol Hydrochloride,200 mg,,beta blockers,False,False
242,242.0,242.0,bdj3.,Celectol,Celectol 200mg tablet,Celiprolol Hydrochloride,200 mg,,beta blockers,False,False
243,243.0,243.0,bdj5.,Celectol,Celectol 400mg tablet,Celiprolol Hydrochloride,400 mg,,beta blockers,False,False
244,244.0,244.0,bdk3.,Brevibloc,Brevibloc Concentrate 2.5g/10mL injection,Esmolol Hydrochloride,,,beta blockers,False,False
245,245.0,245.0,bdk4.,Brevibloc,Brevibloc 100mg/10mL injection,Esmolol Hydrochloride,100 mg/10 ml,,beta blockers,False,False
246,246.0,246.0,bdk6.,Brevibloc,Brevibloc 10mg/mL infusion solution,Esmolol Hydrochloride,10 mg/mL,,beta blockers,False,False
247,247.0,247.0,bdk7.,Esmolol Hydrochloride,ESMOLOL HYDROCHLORIDE 2.5g powder for solution for injection,Esmolol Hydrochloride,,,beta blockers,False,False
248,248.0,248.0,bdl..,Carvedilol,Carvedilol,Carvedilol,,,beta blockers,False,False
249,249.0,249.0,bdl1.,Eucardic,Eucardic 12.5 tablet,Carvedilol,,5.0,beta blockers,False,False
250,250.0,250.0,bdl2.,Eucardic,Eucardic 25 tablet,Carvedilol,,25.0,beta blockers,False,False
251,251.0,251.0,bdl3.,Carvedilol,Carvedilol 12.5mg tablet,Carvedilol,12.5 mg,,beta blockers,False,False
252,252.0,252.0,bdl4.,Carvedilol,Carvedilol 25mg tablet,Carvedilol,25 mg,,beta blockers,False,False
253,253.0,253.0,bdl5.,Carvedilol,Carvedilol 3.125mg tablet,Carvedilol,3.125 mg,,beta blockers,False,False
254,254.0,254.0,bdl6.,Carvedilol,Carvedilol 6.25mg tablet,Carvedilol,6.25 mg,,beta blockers,False,False
255,255.0,255.0,bdl7.,Eucardic,Eucardic 3.125 tablet,Carvedilol,,125.0,beta blockers,False,False
256,256.0,256.0,bdl8.,Eucardic,Eucardic 6.25 tablet,Carvedilol,,25.0,beta blockers,False,False
257,257.0,257.0,bdm..,Nebivolol,Nebivolol,Nebivolol,,,beta blockers,False,False
258,258.0,258.0,bdm1.,Nebilet,Nebilet 5mg tablet,Nebivolol,5 mg,,beta blockers,False,False
259,259.0,259.0,bdm2.,Hypoloc,HYPOLOC 5mg tablets,Nebivolol,5 mg,,beta blockers,False,False
260,260.0,260.0,bdmy.,Nebivolol,NEBIVOLOL 2.5mg tablets,Nebivolol,2.5 mg,,beta blockers,False,False
261,261.0,261.0,bdmz.,Nebivolol,Nebivolol 5mg tablet,Nebivolol,5 mg,,beta blockers,False,False
262,262.0,262.0,bdn1.,Syprol,Syprol 50mg/5mL oral solution,Propranolol Hydrochloride,50 mg/5 ml,,beta blockers,False,False
263,263.0,263.0,bdn2.,Bedranol,Bedranol SR 80mg m/r capsule,Propranolol Hydrochloride,80 mg,,beta blockers,False,False
264,264.0,264.0,bdn3.,Rapranol,Rapranol SR 80mg m/r capsule,Propranolol Hydrochloride,80 mg,,beta blockers,False,False
265,265.0,265.0,bdn4.,Rapranol,Rapranol SR 160mg m/r capsule,Propranolol Hydrochloride,160 mg,,beta blockers,False,False
266,266.0,266.0,bdn5.,Syprol,SYPROL 40mg/5mL oral solution,Propranolol Hydrochloride,40 mg/5 ml,,beta blockers,False,False
267,267.0,267.0,bdn6.,Propranolol Hydrochloride,PROPRANOLOL HYDROCHLORIDE 40mg/5mL sugar free oral solution,Propranolol Hydrochloride,40 mg/5 ml,,beta blockers,False,False
268,268.0,268.0,d7d1.,Concor,Concordin 5mg tablet,Bisoprolol Fumarate,5 mg,,beta blockers,False,False
269,269.0,269.0,d7d2.,Concor,Concordin 10mg tablet,Bisoprolol Fumarate,10 mg,,beta blockers,False,False
270,270.0,270.0,k8f..,Timolol,Timolol maleate [eye],Timolol,,,beta blockers,False,False
271,271.0,271.0,k8f4.,Timolol,Timolol 0.25% eye drops 0.25mL unit dose dispenser,Timolol,,,beta blockers,False,False
272,272.0,272.0,k8f6.,Timolol,Timolol 0.5% eye drops 0.25mL unit dose dispenser,Timolol,,,beta blockers,False,False
273,273.0,273.0,k8f9.,Timolol,Timolol 0.25% liquid eye gel,Timolol,,,beta blockers,False,False
274,274.0,274.0,k8fA.,Timolol,Timolol 0.5% liquid eye gel,Timolol,,,beta blockers,False,False
275,275.0,275.0,k8fF.,Timolol,Timolol 0.1% liquid eye gel,Timolol,,,beta blockers,False,False
276,276.0,276.0,k8fI.,Timolol,TIMOLOL 1mg/g single-dose eye gel,Timolol,1 mg,,beta blockers,False,False
277,277.0,277.0,k8fy.,Timolol,Timolol 0.25% eye drops,Timolol,,,beta blockers,False,False
278,278.0,278.0,k8fz.,Timolol,Timolol 0.5% eye drops,Timolol,,,beta blockers,False,False
279,279.0,279.0,k8k..,Timolol,Dorzolamide+timolol,Timolol,,,beta blockers,False,False
280,280.0,280.0,k8k1.,Timolol,Dorzolamide+timolol 2%/0.5% eye drops,Timolol,,,beta blockers,False,False
281,281.0,281.0,k8k4.,Timolol,DORZOLAMIDE+TIMOLOL 2%/0.5% single-use eye drops,Timolol,,,beta blockers,False,False
282,282.0,282.0,k8m..,Timolol,Latanoprost+timolol,Timolol,,,beta blockers,False,False
283,283.0,283.0,k8mz.,Timolol,Latanoprost+timolol 0.005%/0.5% eye drops,Timolol,,,beta blockers,False,False
284,284.0,284.0,k8p..,Timolol,Brimonidine+timolol,Timolol,,,beta blockers,False,False
285,285.0,285.0,k8p1.,Timolol,Brimonidine tartrate 0.2% / timolol 0.5% eye drops,Timolol,,,beta blockers,False,False
286,286.0,286.0,k8q..,Timolol,TIMOLOL+TRAVOPROST,Timolol,,,beta blockers,False,False
287,287.0,287.0,k8q1.,Timolol,TRAVOPROST 0.004% / TIMOLOL 0.5% eye drops,Timolol,,,beta blockers,False,False
288,288.0,288.0,k8r..,Timolol,BIMATOPROST+TIMOLOL,Timolol,,,beta blockers,False,False
289,289.0,289.0,k8r1.,Timolol,BIMATOPROST 0.03% / TIMOLOL 0.5% eye drops,Timolol,,,beta blockers,False,False
290,290.0,290.0,k8r4.,Timolol,BIMATOPROST+TIMOLOL 0.03%/0.5% single-use eye drops,Timolol,,,beta blockers,False,False
291,291.0,291.0,k8s..,Timolol,BRINZOLAMIDE+TIMOLOL,Timolol,,,beta blockers,False,False
292,292.0,292.0,k8sz.,Timolol,BRINZOLAMIDE 1% / TIMOLOL 0.5% eye drops,Timolol,,,beta blockers,False,False
293,293.0,293.0,k8v..,Timolol,TAFLUPROST+TIMOLOL,Timolol,,,beta blockers,False,False
294,294.0,294.0,k8v2.,Timolol,TAFLUPROST+TIMOLOL 15micrograms/5mg/mL single-use eye drops,Timolol,5 mg/mL,,beta blockers,False,False
295,295.0,295.0,m81I.,Artex,Wartex ointment 6g,Tertatolol,,,beta blockers,False,False
296,296.0,296.0,wy0BQ,Concor,Concord Pharmaceutical Ltd,Bisoprolol Fumarate,,,beta blockers,False,False
297,297.0,297.0,x000z,Atenolol,Atenolol+calcium channel blocker,Atenolol,,,beta blockers,False,False
298,298.0,298.0,x0010,Atenolol,Atenolol+diuretic,Atenolol,,,beta blockers,False,False
299,299.0,299.0,x007i,Toprol,Metoprolol+diuretic,Metoprolol Tartrate,,,beta blockers,False,False
300,300.0,300.0,x0087,Nadolol,Nadolol+diuretic,Nadolol,,,beta blockers,False,False
301,301.0,301.0,x009S,Pindolol,Pindolol+diuretic,Pindolol,,,beta blockers,False,False
302,302.0,302.0,x00BL,Timolol,Timolol maleate+diuretic,Timolol,,,beta blockers,False,False
303,303.0,303.0,x00Tb,Avlocardyl,Avlocardyl Retard 160mg m/r capsule,Propranolol Hydrochloride,160 mg,,beta blockers,False,False
304,304.0,304.0,x00Te,Inderal,Inderal Retard 160mg m/r capsule,Propranolol Hydrochloride,160 mg,,beta blockers,False,False
305,305.0,305.0,x00Tr,Trasicor,Trasicor Retard 160mg m/r tablet,Oxprenolol Hydrochloride,160 mg,,beta blockers,False,False
306,306.0,306.0,x00Vw,Timolol,Timolol 0.25% metered dose eye drops,Timolol,,,beta blockers,False,False
307,307.0,307.0,x00Vx,Timolol,Timolol 0.5% metered dose eye drops,Timolol,,,beta blockers,False,False
308,308.0,308.0,x01C1,Soprol,Bisoprolol,Bisoprolol Fumarate,,,beta blockers,False,False
309,309.0,309.0,x01C4,Toprol,Metoprolol,Metoprolol Tartrate,,,beta blockers,False,False
310,310.0,310.0,x01CC,Practolol,Practolol,Practolol,,,beta blockers,False,False
311,311.0,311.0,x01CJ,Timolol,Timolol,Timolol,,,beta blockers,False,False
312,312.0,312.0,x01CK,Timolol,Oral timolol,Timolol,,,beta blockers,False,False
313,313.0,313.0,x01CL,Timolol,Timolol eye drops,Timolol,,,beta blockers,False,False
314,314.0,314.0,x02Rk,Atenolol,Atenolol+chlorthalidone,Atenolol,,,beta blockers,False,False
315,315.0,315.0,x02Rk,Atenolol,Atenolol+chlortalidone,Atenolol,,,beta blockers,False,True
316,316.0,316.0,x02Ty,Angilol,Angilol,Propranolol Hydrochloride,,,beta blockers,False,False
317,317.0,317.0,x02U3,Antipressan,Antipressan,Atenolol,,,beta blockers,False,False
318,318.0,318.0,x02UD,Apsolol,Apsolol,Propranolol Hydrochloride,,,beta blockers,False,False
319,319.0,319.0,x02UG,Arbralene,Arbralene,Metoprolol Tartrate,,,beta blockers,False,False
320,320.0,320.0,x02Uf,Atenix,Atenix,Atenolol,,,beta blockers,False,False
321,321.0,321.0,x02Ug,Atenix,AtenixCo,Atenolol,,,beta blockers,False,False
322,322.0,322.0,x02Un,Avlocardyl,Avlocardyl Retard,Propranolol Hydrochloride,,,beta blockers,False,False
323,323.0,323.0,x02VB,Bedranol,Bedranol SR,Propranolol Hydrochloride,,,beta blockers,False,False
324,324.0,324.0,x02VQ,Berkolol,Berkolol,Propranolol Hydrochloride,,,beta blockers,False,False
325,325.0,325.0,x02VT,Beta-Adalat,Beta-Adalat,Atenolol With Calcium Channel Blocker,,,beta blockers,True,False
326,326.0,326.0,x02VU,Beta-Cardone,Beta-Cardone,Sotalol Hydrochloride,,,beta blockers,False,False
327,327.0,327.0,x02VV,Beta-Prograne,Beta-Prograne,Propranolol Hydrochloride,,,beta blockers,False,False
328,328.0,328.0,x02Va,Betaloc,Betaloc,Metoprolol Tartrate,,,beta blockers,False,False
329,329.0,329.0,x02Vb,Betaloc,Betaloc-SA,Metoprolol Tartrate,,,beta blockers,False,False
330,330.0,330.0,x02Vc,Betim,Betim,Timolol,,,beta blockers,False,False
331,331.0,331.0,x02Vm,Blocadren,Blocadren,Timolol,,,beta blockers,False,False
332,332.0,332.0,x02Vu,Brevibloc,Brevibloc,Esmolol Hydrochloride,,,beta blockers,False,False
333,333.0,333.0,x02Wp,Cardinol,Cardinol,Propranolol Hydrochloride,,,beta blockers,False,False
334,334.0,334.0,x02X3,Celectol,Celectol,Celiprolol Hydrochloride,,,beta blockers,False,False
335,335.0,335.0,x02Xf,Betaloc,Co-Betaloc,Metoprolol Tartrate,,,beta blockers,False,False
336,336.0,336.0,x02Xg,Betaloc,Co-Betaloc SA,Metoprolol Tartrate,,,beta blockers,False,False
337,337.0,337.0,x02Xv,Concor,Concordin,Bisoprolol Fumarate,,,beta blockers,False,False
338,338.0,338.0,x02Y3,Corgard,Corgard,Nadolol,,,beta blockers,False,False
339,339.0,339.0,x02Y4,Corgaretic,Corgaretic,Nadolol With Diuretic,,,beta blockers,False,False
340,340.0,340.0,x02bC,Emcor,Emcor,Bisoprolol Fumarate,,,beta blockers,False,False
341,341.0,341.0,x02bD,Emcor,Emcor LS,Bisoprolol Fumarate,,,beta blockers,False,False
342,342.0,342.0,x02bs,Eucardic,Eucardic,Carvedilol,,,beta blockers,False,False
343,343.0,343.0,x02eO,Beta-Prograne,Half Beta-Prograne,Propranolol Hydrochloride,,,beta blockers,False,False
344,344.0,344.0,x02eP,Inderal,Half-Inderal LA,Propranolol Hydrochloride,,,beta blockers,False,False
345,345.0,345.0,x02fW,Inderal,Inderal,Propranolol Hydrochloride,,,beta blockers,False,False
346,346.0,346.0,x02fX,Inderal,Inderal Retard,Propranolol Hydrochloride,,,beta blockers,False,False
347,347.0,347.0,x02fY,Inderal,Inderal-LA,Propranolol Hydrochloride,,,beta blockers,False,False
348,348.0,348.0,x02fZ,Inderetic,Inderetic,Propranolol Hydrochloride With Diuretic,,,beta blockers,False,False
349,349.0,349.0,x02fa,Inderex,Inderex,Propranolol Hydrochloride With Diuretic,,,beta blockers,False,False
350,350.0,350.0,x02g7,Kalten,Kalten,Atenolol With Diuretic,,,beta blockers,False,False
351,351.0,351.0,x02gM,Kerlone,Kerlone,Betaxolol Hydrochloride,,,beta blockers,False,False
352,352.0,352.0,x02gm,Labrocol,Labrocol,Labetalol Hydrochloride,,,beta blockers,False,False
353,353.0,353.0,x02ht,Lopranol,Lopranol LA,Propranolol Hydrochloride,,,beta blockers,False,False
354,354.0,354.0,x02hu,Lopresor,Lopresor,Metoprolol Tartrate,,,beta blockers,False,False
355,355.0,355.0,x02hv,Lopresor,Lopresor SR,Metoprolol Tartrate,,,beta blockers,False,False
356,356.0,356.0,x02jh,Moducren,Moducren,Timolol With Diuretic,,,beta blockers,False,False
357,357.0,357.0,x02jn,Monocor,Monocor,Bisoprolol Fumarate,,,beta blockers,False,False
358,358.0,358.0,x02oA,Prestim,Prestim,Timolol With Diuretic,,,beta blockers,False,False
359,359.0,359.0,x02oB,Prestim,Prestim Forte,Timolol With Diuretic,,,beta blockers,False,False
360,360.0,360.0,x02oL,Probeta,Probeta LA,Propranolol Hydrochloride,,,beta blockers,False,False
361,361.0,361.0,x02oV,Propanix,Propanix,Propranolol Hydrochloride,,,beta blockers,False,False
362,362.0,362.0,x02oW,Propanix,Propanix SR,Propranolol Hydrochloride,,,beta blockers,False,False
363,363.0,363.0,x02qe,Secadrex,Secadrex,Acebutolol Hydrochloride With Diuretic,,,beta blockers,False,False
364,364.0,364.0,x02qg,Sectral,Sectral,Acebutolol Hydrochloride,,,beta blockers,False,False
365,365.0,365.0,x02r2,Sloprolol,Sloprolol,Propranolol Hydrochloride,,,beta blockers,False,False
366,366.0,366.0,x02r6,Slow-Trasicor,Slow-Trasicor,Oxprenolol Hydrochloride,,,beta blockers,False,False
367,367.0,367.0,x02rH,Sotacor,Sotacor,Sotalol Hydrochloride,,,beta blockers,False,False
368,368.0,368.0,x02rI,Sotazide,Sotazide,Sotalol Hydrochloride With Diuretic,,,beta blockers,False,False
369,369.0,369.0,x02sK,Tenchlor,Tenchlor,Co-Tenidone (Atenolol/Chlortalidone),,,beta blockers,False,False
370,370.0,370.0,x02sL,Tenif,Tenif,Atenolol With Calcium Channel Blocker,,,beta blockers,False,False
371,371.0,371.0,x02sN,Tenoret,Tenoret 50,Co-Tenidone (Atenolol/Chlortalidone),,,beta blockers,False,False
372,372.0,372.0,x02sO,Tenoret,Tenoretic,Co-Tenidone (Atenolol/Chlortalidone),,,beta blockers,False,False
373,373.0,373.0,x02sP,Tenormin,Tenormin,Atenolol,,,beta blockers,False,False
374,374.0,374.0,x02sQ,Tenormin,Tenormin LS,Atenolol,,,beta blockers,False,False
375,375.0,375.0,x02sr,Tolerzide,Tolerzide,Sotalol Hydrochloride With Diuretic,,,beta blockers,False,False
376,376.0,376.0,x02sx,Totamol,Totamol,Atenolol,,,beta blockers,False,False
377,377.0,377.0,x02sy,Totaretic,Totaretic,Co-Tenidone (Atenolol/Chlortalidone),,,beta blockers,False,False
378,378.0,378.0,x02t1,Trandate,Trandate,Labetalol Hydrochloride,,,beta blockers,False,False
379,379.0,379.0,x02t4,Trasicor,Trasicor,Oxprenolol Hydrochloride,,,beta blockers,False,False
380,380.0,380.0,x02t5,Trasicor,Trasicor Retard,Oxprenolol Hydrochloride,,,beta blockers,False,False
381,381.0,381.0,x02t6,Trasidrex,Trasidrex,Co-Prenozide (Oxprenolol HCl/Cyclopenth),,,beta blockers,False,False
382,382.0,382.0,x02uP,Viskaldix,Viskaldix,Pindolol With Diuretic,,,beta blockers,False,False
383,383.0,383.0,x02uQ,Visken,Visken,Pindolol,,,beta blockers,False,False
384,384.0,384.0,x03hf,Timolol,Topical timolol,Timolol,,,beta blockers,False,False
385,385.0,385.0,x03jn,Atenolol,Atenolol+bendroflumethiazide,Atenolol,,,beta blockers,False,True
386,386.0,386.0,x03jn,Atenolol,Atenolol+bendrofluazide,Atenolol,,,beta blockers,False,False
387,387.0,387.0,x03jo,Atenolol,Atenolol+co-amilozide,Atenolol,,,beta blockers,False,True
388,388.0,388.0,x03jp,Tenben,Tenben,Atenolol with Thiazides,,,beta blockers,False,False
389,389.0,389.0,x03sB,Brevibloc,Brevibloc Concentrate,Esmolol Hydrochloride,,,beta blockers,False,False
390,390.0,390.0,x03st,Monozide 10,Monozide 10,Bisoprolol Fumarate With Diuretic,,,beta blockers,False,False
391,391.0,391.0,x03wm,Propanix,Propanix LA,Propranolol Hydrochloride,,,beta blockers,False,False
392,392.0,392.0,x03yR,Tenormin,Tenormin 25,Atenolol,,,beta blockers,False,False
393,393.0,393.0,x048y,Propanix,Half Propanix LA,Propranolol Hydrochloride,,,beta blockers,False,False
394,394.0,394.0,x04bN,Propatard,Half Propatard LA,Propranolol Hydrochloride,,,beta blockers,False,False
395,395.0,395.0,x04bO,Propatard,Propatard LA,Propranolol Hydrochloride,,,beta blockers,False,False
396,396.0,396.0,x04uG,Eucardic,Eucardic 3.125,Carvedilol,,,beta blockers,False,False
397,397.0,397.0,x04uH,Eucardic,Eucardic 6.25,Carvedilol,,,beta blockers,False,False
398,398.0,398.0,x04uI,Eucardic,Eucardic 12.5,Carvedilol,,,beta blockers,False,False
399,399.0,399.0,x04uJ,Eucardic,Eucardic 25,Carvedilol,,,beta blockers,False,False
400,400.0,400.0,x04y0,Nebilet,Nebilet,Nebivolol,,,beta blockers,False,False
401,401.0,401.0,x054A,Artex,Wartex ointment,Tertatolol,,,beta blockers,False,False
402,402.0,402.0,x054B,Artex,Wartex,Tertatolol,,,beta blockers,False,False
403,403.0,403.0,x056B,Cardicor,Cardicor,Bisoprolol Fumarate,,,beta blockers,False,False
404,404.0,404.0,x05E7,Syprol,Syprol,Propranolol Hydrochloride,,,beta blockers,False,False
405,405.0,405.0,x05LO,Atenolol,Atenolol - chemical,Atenolol,,,beta blockers,False,False
406,406.0,406.0,x05MW,Soprol,Bisoprolol fumarate - chemical,Bisoprolol Fumarate,,,beta blockers,False,False
407,407.0,407.0,x05Xy,Bipranix,Bipranix,Bisoprolol Fumarate,,,beta blockers,False,False
408,408.0,408.0,x05gS,Tensomex,Tensomex,Metoprolol Tartrate,,,beta blockers,False,False
409,409.0,409.0,x05gY,Soloc,Soloc,Bisoprolol Fumarate,,,beta blockers,False,False
410,410.0,410.0,x05i2,Rapranol,Rapranol SR,Propranolol Hydrochloride,,,beta blockers,False,False
411,411.0,411.0,x05iH,Vivacor,Vivacor,Bisoprolol Fumarate,,,beta blockers,False,False
412,412.0,412.0,x060K,Congescor,Congescor,Bisoprolol Fumarate,,,beta blockers,False,False
413,413.0,413.0,.8BMR,Concor,Needs assistance with medication concordance,Bisoprolol Fumarate,,,beta blockers,False,False
414,414.0,414.0,.8I6i,Soprol,Bisoprolol not indicated,Bisoprolol Fumarate,,,beta blockers,False,False
415,415.0,415.0,.8I6j,Carvedilol,Carvedilol not indicated,Carvedilol,,,beta blockers,False,False
416,416.0,416.0,.8I6k,Nebivolol,Nebivolol not indicated,Nebivolol,,,beta blockers,False,False
417,417.0,417.0,.8I7K,Soprol,Bisoprolol not tolerated,Bisoprolol Fumarate,,,beta blockers,False,False
418,418.0,418.0,.8I7L,Carvedilol,Carvedilol not tolerated,Carvedilol,,,beta blockers,False,False
419,419.0,419.0,.8I7M,Nebivolol,Nebivolol not tolerated,Nebivolol,,,beta blockers,False,False
420,420.0,420.0,8BMR.,Concor,Needs assistance with medication concordance,Bisoprolol Fumarate,,,beta blockers,False,False
421,421.0,421.0,8I6i.,Soprol,Bisoprolol not indicated,Bisoprolol Fumarate,,,beta blockers,False,False
422,422.0,422.0,8I6j.,Carvedilol,Carvedilol not indicated,Carvedilol,,,beta blockers,False,False
423,423.0,423.0,8I6k.,Nebivolol,Nebivolol not indicated,Nebivolol,,,beta blockers,False,False
424,424.0,424.0,8I7K.,Soprol,Bisoprolol not tolerated,Bisoprolol Fumarate,,,beta blockers,False,False
425,425.0,425.0,8I7L.,Carvedilol,Carvedilol not tolerated,Carvedilol,,,beta blockers,False,False
426,426.0,426.0,8I7M.,Nebivolol,Nebivolol not tolerated,Nebivolol,,,beta blockers,False,False
427,427.0,427.0,bd38.,Beta-Adalat,Beta-Adalat capsule,Atenolol With Calcium Channel Blocker,,,beta blockers,True,False
428,428.0,428.0,bd39.,Tenif,Tenif capsule,Atenolol With Calcium Channel Blocker,,,beta blockers,False,False
429,429.0,429.0,031..,Univer,University academic staff,Verapamil Hydrochloride,,,calcium-channel blocker,True,False
430,430.0,430.0,0311.,Univer,University vice-chancellor,Verapamil Hydrochloride,,,calcium-channel blocker,True,False
431,431.0,431.0,0312.,Univer,University professor,Verapamil Hydrochloride,,,calcium-channel blocker,True,False
432,432.0,432.0,0313.,Univer,University lecturer,Verapamil Hydrochloride,,,calcium-channel blocker,True,False
433,433.0,433.0,0314.,Univer,University dean,Verapamil Hydrochloride,,,calcium-channel blocker,True,False
434,434.0,434.0,031Z.,Univer,University teacher NOS,Verapamil Hydrochloride,,,calcium-channel blocker,True,False
435,435.0,435.0,09Z..,Uard,(Private detective) or (security guard) or (other protective services),Diltiazem Hydrochloride,,,calcium-channel blocker,True,False
