,Unnamed: 0.1,Unnamed: 0,read_code,brand_name,term_description,term,dose,quantity,group,with_calcium_channel_blocker,with_diuretic
7544,,,bn74.,Ventavis,VENTAVIS 10micrograms/mL nebuliser solution 1mL ampoules,Iloprost,,,Vasodilator Antihypertensive Drugs,False,False
7545,,,bn75.,Iloprost,ILOPROST 10micrograms/mL nebuliser solution 1mL ampoules,Iloprost,,,Vasodilator Antihypertensive Drugs,False,False
7546,,,f71..,Diazoxide,Diazoxide [endocrine use],Diazoxide,,,Vasodilator Antihypertensive Drugs,False,False
7547,,,f71x.,Diazoxide,Diazoxide 50mg capsule,Diazoxide,50 mg,,Vasodilator Antihypertensive Drugs,False,False
7548,,,f71y.,Diazoxide,Diazoxide oral powder,Diazoxide,,,Vasodilator Antihypertensive Drugs,False,False
7549,,,f71z.,Diazoxide,Diazoxide 50mg tablet,Diazoxide,50 mg,,Vasodilator Antihypertensive Drugs,False,False
7550,,,gc41.,Dibenyline,Dibenyline 10mg capsule,Phenoxybenzamine Hydrochloride,10 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
7551,,,gc51.,Hytrin,Hytrin BPH tablet starter pack,Terazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
7552,,,gc52.,Hytrin,Hytrin BPH 2mg tablet,Terazosin Hydrochloride,2 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
7553,,,gc53.,Hytrin,Hytrin BPH 5mg tablet,Terazosin Hydrochloride,5 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
7554,,,gc54.,Hytrin,Hytrin BPH 10mg tablet,Terazosin Hydrochloride,10 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
7555,,,gc55.,Hytrin,HYTRIN BPH 1mg tablets,Terazosin Hydrochloride,1 mg,,Alpha-Adrenoceptor Blocking Drugs,False,False
7556,,,gh57.,Revatio,Revatio 20mg tablet,Sildenafil(Vasodilator Antihypertensive),20 mg,,Vasodilator Antihypertensive Drugs,False,False
7557,,,gh58.,Revatio,REVATIO 40mg/50mL solution for injection,Sildenafil(Vasodilator Antihypertensive),40 mg/50 ml,,Vasodilator Antihypertensive Drugs,False,False
7558,,,gh59.,Revatio,REVATIO 10mg/12.5mL solution for injection,Sildenafil(Vasodilator Antihypertensive),10 mg,,Vasodilator Antihypertensive Drugs,False,False
7559,,,gh5A.,Revatio,REVATIO 10mg/mL oral suspension,Sildenafil(Vasodilator Antihypertensive),10 mg/mL,,Vasodilator Antihypertensive Drugs,False,False
7560,,,gh75.,Adcirca,ADCIRCA 20mg tablets,Tadalafil (Vasodilator Antihypertensive),20 mg,,Vasodilator Antihypertensive Drugs,False,False
7561,,,id14.,Tenex,Glutenex biscuits 18x14g,Guanfacine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
7562,,,idGN.,Tenex,GLUTENEX GF white bread mix 500g,Guanfacine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
7563,,,ih...,Hypercal,Treatment of hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
7564,,,mb3..,Minoxidil,Minoxidil [androgen alopecia],Minoxidil,,,Vasodilator Antihypertensive Drugs,False,False
7565,,,mb31.,Minoxidil,Minoxidil 20mg/mL topical liquid,Minoxidil,20 mg/mL,,Vasodilator Antihypertensive Drugs,False,False
7566,,,mb33.,Minoxidil,Minoxidil 50mg/mL topical liquid,Minoxidil,50 mg/mL,,Vasodilator Antihypertensive Drugs,False,False
7567,,,mb37.,Minoxidil,MINOXIDIL 5% cutaneous foam,Minoxidil,,,Vasodilator Antihypertensive Drugs,False,False
7568,,,x001j,Captopril,Captopril+diuretic,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7569,,,x007H,Lisinopril,Lisinopril+diuretic,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7570,,,x007d,Methyldopa,Methyldopa+diuretic,Methyldopa,,,Centrally-Acting Antihypertensive Drugs,False,False
7571,,,x00en,Accupro,Accupro 5mg tablet,Quinapril Hydrochloride,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7572,,,x00eo,Accupro,Accupro 10mg tablet,Quinapril Hydrochloride,10 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7573,,,x00ep,Accupro,Accupro 20mg tablet,Quinapril Hydrochloride,20 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7574,,,x00eq,Acezide,Acezide tablet,Co-Zidocapt,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7575,,,x00f0,Capozide,Capozide tablet,Co-Zidocapt,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7576,,,x00f1,Capozide,Capozide LS tablet,Co-Zidocapt,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7577,,,x00fw,Renitec,Renitec 5mg tablet,Enalapril Maleate,5 mg,,Angiotensin-Converting Enzyme Inhibitors,False,False
7578,,,x01CO,Indoramin,Indoramin product,Indoramin,,,Alpha-Adrenoceptor Blocking Drugs,False,False
7579,,,x01CO,Indoramin,Indoramin,Indoramin,,,Alpha-Adrenoceptor Blocking Drugs,False,False
7580,,,x01Dk,Thelin,Propantheline,Sitaxentan Sodium,,,Vasodilator Antihypertensive Drugs,False,False
7581,,,x01OE,Tenex,Glutenex biscuits,Guanfacine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
7582,,,x01Qg,Perindopril,Perindopril,Perindopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7583,,,x01RL,Diazoxide,Diazoxide,Diazoxide,,,Vasodilator Antihypertensive Drugs,False,False
7584,,,x02Sb,Accupro,Accupro,Quinapril Hydrochloride,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7585,,,x02Sc,Accuretic,Accuretic,Quinapril Hydrochloride,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7586,,,x02Sd,Acepril,Acepril,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7587,,,x02TQ,Alphavase,Alphavase,Prazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
7588,,,x02U9,Apresoline,Apresoline,Hydralazine Hydrochloride,,,Vasodilator Antihypertensive Drugs,False,False
7589,,,x02UJ,Arfonad,Arfonad,Trimetaphan Camsilate,,,Ganglion-Blocking Drugs,False,False
7590,,,x02Uy,Baratol,Baratol,Indoramin,,,Alpha-Adrenoceptor Blocking Drugs,False,False
7591,,,x02VF,Bendogen,Bendogen,Betanidine Sulfate,,,Adrenergic Neurone Blocking Drugs,False,False
7592,,,x02Wf,Capoten,Capoten,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7593,,,x02Wj,Carace,Carace,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7594,,,x02Wk,Carace Plus,Carace Plus,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7595,,,x02Wv,Catapres,Catapres,Clonidine Hydrochloride,,,Centrally-Acting Antihypertensive Drugs,False,False
7596,,,x02YD,Coversyl,Coversyl,Perindopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7597,,,x02YE,Cozaar,Cozaar,Losartan Potassium,,,Angiotensin-II Receptor Antagonists,False,False
7598,,,x02Yr,Declinax,Declinax,Debrisoquine Sulfate,,,Adrenergic Neurone Blocking Drugs,False,False
7599,,,x02Yz,Demser,Demser,Metirosine,,,Alpha-Adrenoceptor Blocking Drugs,False,False
7600,,,x02Za,Dibenyline,Dibenyline,Phenoxybenzamine Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
7601,,,x02aO,Dopamet,Dopamet,Methyldopa,,,Centrally-Acting Antihypertensive Drugs,False,False
7602,,,x02eC,Gopten,Gopten,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7603,,,x02fA,Hydromet,Hydromet,Methyldopa,,,Centrally-Acting Antihypertensive Drugs,False,False
7604,,,x02fG,Hypovase,Hypovase,Prazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
7605,,,x02fH,Hytrin,Hytrin,Terazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
7606,,,x02fI,Hytrin,Hytrin BPH,Terazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
7607,,,x02fl,Innovace,Innovace,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7608,,,x02fm,Innozide,Innozide,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7609,,,x02hq,Loniten,Loniten,Minoxidil,,,Vasodilator Antihypertensive Drugs,False,False
7610,,,x02iU,Medomet,Medomet,Methyldopa,,,Centrally-Acting Antihypertensive Drugs,False,False
7611,,,x02ij,Metalpha,Metalpha,Methyldopa,,,Centrally-Acting Antihypertensive Drugs,False,False
7612,,,x02lk,Odrik,Odrik,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7613,,,x02pJ,Renitec,Renitec,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7614,,,x02q3,Rogitine,Rogitine,Phentolamine Mesilate,,,Alpha-Adrenoceptor Blocking Drugs,False,False
7615,,,x02rU,Staril,Staril,Fosinopril Sodium,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7616,,,x02tS,Tritace,Tritace,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7617,,,x02u7,Vascace,Vascace,Cilazapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7618,,,x02uy,Zestoretic,Zestoretic,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7619,,,x03ce,Perdix,Perdix,Moexipril Hydrochloride,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7620,,,x03dG,Kentovace,Kentovace,Prazosin Hydrochloride,,,Alpha-Adrenoceptor Blocking Drugs,False,False
7621,,,x03h1,Zestril,Zestril,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7622,,,x03i1,Physiotens,Physiotens,Moxonidine,,,Centrally-Acting Antihypertensive Drugs,False,False
7623,,,x03kD,Ecopace,Ecopace,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7624,,,x03lH,Kaplon,Kaplon,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7625,,,x03lt,Cozaar,Cozaar-Comp,Losartan Potassium,,,Angiotensin-II Receptor Antagonists,False,False
7626,,,x03qX,Aprovel,Aprovel,Irbesartan,,,Angiotensin-II Receptor Antagonists,False,False
7627,,,x03rX,Tarka,Tarka,Trandolapril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7628,,,x03xa,Diovan,Diovan,Valsartan,,,Angiotensin-II Receptor Antagonists,False,False
7629,,,x03zU,Cozaar,Cozaar Half Strength,Losartan Potassium,,,Angiotensin-II Receptor Antagonists,False,False
7630,,,x040z,Capozide,Capozide,Co-Zidocapt,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7631,,,x0410,Capozide,Capozide LS,Co-Zidocapt,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7632,,,x0411,Carace,Carace 10 Plus,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7633,,,x0412,Carace,Carace 20 Plus,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7634,,,x047M,Acezide,Acezide,Co-Zidocapt,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7635,,,x04A0,Zestoretic,Zestoretic 10,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7636,,,x04A1,Zestoretic,Zestoretic 20,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7637,,,x04bR,Amias,Amias,Candesartan Cilexetil,,,Angiotensin-II Receptor Antagonists,False,False
7638,,,x04c7,Innovace,Innovace Melt,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7639,,,x04t5,Hyteneze,Hyteneze 12.5,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7640,,,x04t6,Hyteneze,Hyteneze 25,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7641,,,x04t7,Hyteneze,Hyteneze 50,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7642,,,x04t8,Tensopril,Tensopril,Captopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7643,,,x04xj,Tanatril,Tanatril,Imidapril Hydrochloride,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7644,,,x051w,Triapin,Triapin mite,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7645,,,x051x,Triapin,Triapin,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7646,,,x052v,Micardis,Micardis,Telmisartan,,,Angiotensin-II Receptor Antagonists,False,False
7647,,,x054w,Capto-Co,Capto-Co,Co-Zidocapt,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7648,,,x055s,Pralenal,Pralenal,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7649,,,x056P,Teveten,Teveten,Eprosartan,,,Angiotensin-II Receptor Antagonists,False,False
7650,,,x05Dq,CoAprovel,CoAprovel,Irbesartan,,,Angiotensin-II Receptor Antagonists,False,False
7651,,,x05df,Perindopril,Perindopril+indapamide,Perindopril,,,Angiotensin-Converting Enzyme Inhibitors,False,True
7652,,,x05dg,Coversyl,Coversyl Plus,Perindopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7653,,,x05gd,Tracleer,Tracleer,Bosentan,,,Vasodilator Antihypertensive Drugs,False,False
7654,,,x05j2,Micardis,MicardisPlus,Telmisartan,,,Angiotensin-II Receptor Antagonists,False,False
7655,,,x05mo,Olmetec,Olmetec,Olmesartan,,,Angiotensin-II Receptor Antagonists,False,False
7656,,,x05pF,Lotens,Felotens XL,Guanethidine Monosulfate,,,Adrenergic Neurone Blocking Drugs,True,False
7657,,,x05sk,Caralpha,Caralpha,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7658,,,x05u2,Diovan,Co-Diovan,Valsartan,,,Angiotensin-II Receptor Antagonists,False,False
7659,,,x05uH,Lopace,Lopace,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7660,,,x05vC,Lisicostad,Lisicostad HCT,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7661,,,x05vO,Ranace,Ranace,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7662,,,x05x1,Quinil,Quinil,Quinapril Hydrochloride,,,Angiotensin-Converting Enzyme Inhibitors,False,False
7663,,,x0601,Revatio,Revatio,Sildenafil(Vasodilator Antihypertensive),,,Vasodilator Antihypertensive Drugs,False,False
7664,,,x060W,Olmetec,Olmetec Plus,Olmesartan,,,Angiotensin-II Receptor Antagonists,False,False
7665,,,.C543,Hypercal,(Phosphorus &/or calcium disorders (& [hypercalcaemia] or [hypercalcinuria] or [hypocalcaemia]) or (nephrocalcinosis),Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
7666,,,.C543,Hypercal,Hypercalcinuria,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
7667,,,.C543,Hypercal,Hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
7668,,,8I7W.,Aliskiren,Aliskiren not tolerated,Aliskiren,,,Renin Inhibitors,False,False
7669,,,8IH9.,Aliskiren,Aliskiren declined,Aliskiren,,,Renin Inhibitors,False,False
7670,,,C1513,Hypercal,Bartter's syndrome with hypercalciuria and nephrocalcinosis,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
7671,,,C354D,Hypercal,Familial hypocalciuric hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
7672,,,C354D,Hypercal,FHH - Familial hypocalciuric hypercalcaemia,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
7673,,,SP3y9,Hypercal,Acute hypercalcaemia of dialysis,Reserpine And Rauwolfia Alkaloids,,,Centrally-Acting Antihypertensive Drugs,False,False
7674,,,bi1F.,Captopril,Captopril+hydrochlorothiazide 25mg/12.5mg tablet,Captopril,25 mg,,Angiotensin-Converting Enzyme Inhibitors,False,True
7675,,,bi1G.,Captopril,Captopril+hydrochlorothiazide 50mg/25mg tablet,Captopril,50 mg,,Angiotensin-Converting Enzyme Inhibitors,False,True
7676,,,X77HU,Mannitol,Mannitol/cellobiose ratio,Mannitol,,,diuretic,False,True
7677,,,X77YR,Furosemide,Furosemide test,Furosemide,,,diuretic,False,True
7678,,,X77em,Isosorbide,Isosorbide test,Isosorbide,,,diuretic,False,True
7679,,,X77h3,Mannitol,Mannitol/cellobiose ratio small intestine permeability study,Mannitol,,,diuretic,False,True
7680,,,XM0l6,Mannitol,Mannitol,Mannitol,,,diuretic,False,True
7681,,,XaCnp,Torem,Storeman technician - Royal Electrical and Mechanical Engineers,Torasemide,,,diuretic,False,True
7682,,,XaCoV,Torem,Technical storeman - Royal Armoured Corps,Torasemide,,,diuretic,False,True
7683,,,XaJC4,Spironol,Spironolactone prophylaxis,Spironolactone,,,diuretic,False,True
7684,,,XaMjG,Spironol,Spironolactone declined,Spironolactone,,,diuretic,False,True
7685,,,XaYWl,Spironol,Spironolactone not indicated,Spironolactone,,,diuretic,False,True
7686,,,XaYsV,Eplerenone,Eplerenone therapy declined,Eplerenone,,,diuretic,False,True
7687,,,XaeC4,Eplerenone,Eplerenone prophylaxis,Eplerenone,,,diuretic,False,True
7688,,,XaeaY,Xipamide,Xipamide prophylaxis,Xipamide,,,diuretic,False,True
7689,,,XaeaZ,Metolazone,Metolazone prophylaxis,Metolazone,,,diuretic,False,True
7690,,,Xaeaa,Bendroflumethiazide,Bendroflumethiazide prophylaxis,Bendroflumethiazide,,,diuretic,False,True
7691,,,b21..,Bendroflumethiazide,Bendroflumethiazide,Bendroflumethiazide,,,diuretic,False,True
7692,,,b211.,Bendroflumethiazide,Bendroflumethiazide 2.5mg tablet,Bendroflumethiazide,2.5 mg,,diuretic,False,True
7693,,,b212.,Bendroflumethiazide,Bendroflumethiazide 5mg tablet,Bendroflumethiazide,5 mg,,diuretic,False,True
7694,,,b213.,Aprinox,Aprinox 2.5mg tablet,Bendroflumethiazide,2.5 mg,,diuretic,False,True
7695,,,b214.,Aprinox,Aprinox 5mg tablet,Bendroflumethiazide,5 mg,,diuretic,False,True
7696,,,b215.,Berkozide,Berkozide 2.5mg tablet,Bendroflumethiazide,2.5 mg,,diuretic,False,True
7697,,,b216.,Berkozide,Berkozide 5mg tablet,Bendroflumethiazide,5 mg,,diuretic,False,True
7698,,,b217.,Centyl,Centyl 2.5mg tablet,Bendroflumethiazide,2.5 mg,,diuretic,False,True
7699,,,b218.,Centyl,Centyl 5mg tablet,Bendroflumethiazide,5 mg,,diuretic,False,True
7700,,,b219.,Neo-Naclex,Neo-Naclex 5mg tablet,Bendroflumethiazide,5 mg,,diuretic,False,True
7701,,,b21A.,Neo-Bendromax,Neo-Bendromax 2.5mg tablet,Bendroflumethiazide,2.5 mg,,diuretic,False,True
7702,,,b21B.,Neo-Bendromax,Neo-Bendromax 5mg tablet,Bendroflumethiazide,5 mg,,diuretic,False,True
7703,,,b21a.,Urizide,Urizide 5mg tablet,Bendroflumethiazide,5 mg,,diuretic,False,True
7704,,,b21b.,Neo-Naclex,NEO-NACLEX 2.5mg tablets,Bendroflumethiazide,2.5 mg,,diuretic,False,True
7705,,,b22..,Chloroth,Chlorothiazide,Chlorothiazide,,,diuretic,False,True
7706,,,b221.,Saluric,Saluric 500mg tablet,Chlorothiazide,500 mg,,diuretic,False,True
7707,,,b222.,Diuril,Diuril 250mg/5mL oral suspension,Chlorothiazide,250 mg/5 ml,,diuretic,False,True
7708,,,b22y.,Chloroth,Chlorothiazide 250mg/5mL oral suspension,Chlorothiazide,250 mg/5 ml,,diuretic,False,True
7709,,,b22z.,Chloroth,Chlorothiazide 500mg tablet,Chlorothiazide,500 mg,,diuretic,False,True
7710,,,b23..,Chlortalidone,Chlortalidone,Chlortalidone,,,diuretic,False,True
7711,,,b231.,Hygroton,Hygroton 50mg tablet,Chlortalidone,50 mg,,diuretic,False,True
7712,,,b232.,Hygroton,Hygroton 100mg tablet,Chlortalidone,100 mg,,diuretic,False,True
7713,,,b23y.,Chlortalidone,Chlortalidone 50mg tablet,Chlortalidone,50 mg,,diuretic,False,True
7714,,,b25..,Cyclopenth,Cyclopenthiazide,Cyclopenthiazide,,,diuretic,False,True
7715,,,b251.,Navidrex,Navidrex 500mcg tablet,Cyclopenthiazide,,,diuretic,False,True
7716,,,b25z.,Cyclopenth,Cyclopenthiazide 500mcg tablet,Cyclopenthiazide,,,diuretic,False,True
7717,,,b26..,Chloroth,Hydrochlorothiazide,Chlorothiazide,,,diuretic,False,True
7718,,,b261.,Esidrex,Esidrex 25mg tablet,Hydrochlorothiazide,25 mg,,diuretic,False,True
7719,,,b262.,Esidrex,Esidrex 50mg tablet,Hydrochlorothiazide,50 mg,,diuretic,False,True
7720,,,b263.,Saluric,HydroSaluric 25mg tablet,Chlorothiazide,25 mg,,diuretic,False,True
7721,,,b264.,Saluric,HydroSaluric 50mg tablet,Chlorothiazide,50 mg,,diuretic,False,True
7722,,,b26y.,Chloroth,Hydrochlorothiazide 50mg tablet,Chlorothiazide,50 mg,,diuretic,False,True
7723,,,b26z.,Chloroth,Hydrochlorothiazide 25mg tablet,Chlorothiazide,25 mg,,diuretic,False,True
7724,,,b27..,Hydroflumet,Hydroflumethiazide,Hydroflumethiazide,,,diuretic,False,True
7725,,,b271.,Hydrenox,Hydrenox 50mg tablet,Hydroflumethiazide,50 mg,,diuretic,False,True
7726,,,b27z.,Hydroflumet,Hydroflumethiazide 50mg tablet,Hydroflumethiazide,50 mg,,diuretic,False,True
7727,,,b28..,Indapamide,Indapamide,Indapamide,,,diuretic,False,True
7728,,,b281.,Natrilix,Natrilix 2.5mg tablet,Indapamide,2.5 mg,,diuretic,False,True
7729,,,b282.,Indaxa 2.5,Nindaxa 2.5mg tablet,Indapamide,2.5 mg,,diuretic,False,True
7730,,,b283.,Natramid,Natramid 2.5mg tablet,Indapamide,2.5 mg,,diuretic,False,True
7731,,,b284.,Opumide,Opumide 2.5mg tablet,Indapamide,2.5 mg,,diuretic,False,True
7732,,,b285.,Indapamide,Indapamide 1.5mg m/r tablet,Indapamide,1.5 mg,,diuretic,False,True
7733,,,b286.,Natrilix,Natrilix SR 1.5mg m/r tablet,Indapamide,1.5 mg,,diuretic,False,True
7734,,,b287.,Ethibide XL,ETHIBIDE XL 1.5mg m/r tablets,Indapamide,1.5 mg,,diuretic,False,True
7735,,,b288.,Indipam XL,INDIPAM XL 1.5mg m/r tablets,Indapamide,1.5 mg,,diuretic,False,True
7736,,,b289.,Mapemid,MAPEMID XL 1.5mg m/r tablets,Indapamide,1.5 mg,,diuretic,False,True
7737,,,b28z.,Indapamide,Indapamide 2.5mg tablet,Indapamide,2.5 mg,,diuretic,False,True
7738,,,b29..,Mefruside,Mefruside,Mefruside,,,diuretic,False,True
7739,,,b291.,Baycaron,Baycaron 25mg tablet,Mefruside,25 mg,,diuretic,False,True
7740,,,b29z.,Mefruside,Mefruside 25mg tablet,Mefruside,25 mg,,diuretic,False,True
7741,,,b2a..,Methyclothiazide,Methyclothiazide,Methyclothiazide,,,diuretic,False,True
7742,,,b2a1.,Enduron,Enduron 5mg tablet,Methyclothiazide,5 mg,,diuretic,False,True
7743,,,b2az.,Methyclothiazide,Methyclothiazide 5mg tablet,Methyclothiazide,5 mg,,diuretic,False,True
7744,,,b2b..,Metolazone,Metolazone,Metolazone,,,diuretic,False,True
7745,,,b2b1.,Metenix,Metenix-5 tablet,Metolazone,,5.0,diuretic,False,True
7746,,,b2b2.,Xuret,Xuret 500micrograms tablet,Metolazone,,,diuretic,False,True
7747,,,b2b3.,Metolazone,Metolazone 500micrograms tablet,Metolazone,,,diuretic,False,True
7748,,,b2bz.,Metolazone,Metolazone 5mg tablet,Metolazone,5 mg,,diuretic,False,True
7749,,,b2c..,Polythiazide,Polythiazide,Polythiazide,,,diuretic,False,True
7750,,,b2c1.,Nephril,Nephril 1mg tablet,Polythiazide,1 mg,,diuretic,False,True
7751,,,b2cz.,Polythiazide,Polythiazide 1mg tablet,Polythiazide,1 mg,,diuretic,False,True
7752,,,b2d..,Xipamide,Xipamide,Xipamide,,,diuretic,False,True
7753,,,b2d1.,Diurexan,Diurexan 20mg tablet,Xipamide,20 mg,,diuretic,False,True
7754,,,b2dz.,Xipamide,Xipamide 20mg tablet,Xipamide,20 mg,,diuretic,False,True
7755,,,b31..,Furosemide,Furosemide,Furosemide,,,diuretic,False,True
7756,,,b311.,Furosemide,Furosemide 20mg tablet,Furosemide,20 mg,,diuretic,False,True
7757,,,b312.,Furosemide,Furosemide 40mg tablet,Furosemide,40 mg,,diuretic,False,True
7758,,,b313.,Furosemide,Furosemide 500mg tablet,Furosemide,500 mg,,diuretic,False,True
7759,,,b314.,Aluzine,Aluzine 20mg tablet,Furosemide,20 mg,,diuretic,False,True
7760,,,b315.,Aluzine,Aluzine 40mg tablet,Furosemide,40 mg,,diuretic,False,True
