bnf_code,brand_name,presentation,term,quantity,dose,group,with_calcium_channel_blocker,with_diuretic
0205051I0AAAEAE,Enalapril Mal,Enalapril Mal_Tab 5mg (Import),Enalapril Maleate,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAAFAF,Enalapril Mal,Enalapril Mal_S/Pack Tab 2.5mg/5mg,Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAAGAG,Enalapril Mal,Enalapril Mal_Pdrs 1mg,Enalapril Maleate,,1 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAAHAH,Enalapril Mal,Enalapril Mal_Oral Liq @spec,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAAIAI,Enalapril Mal,Enalapril Mal_Pdrs 1.5mg,Enalapril Maleate,,1.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAAJAJ,Enalapril Mal,Enalapril Mal_Liq Spec 2.5mg/5ml,Enalapril Maleate,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAAKAK,Enalapril Mal,Enalapril Mal_Cap 40mg,Enalapril Maleate,,40 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAALAL,Enalapril Mal,Enalapril Mal_Cap 1mg,Enalapril Maleate,,1 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAAMAM,Enalapril Mal,Enalapril Mal_Cap 3.5mg,Enalapril Maleate,,3.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAANAN,Enalapril Mal,Enalapril Mal_Liq Spec 5mg/5ml,Enalapril Maleate,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAAPAP,Enalapril Mal,Enalapril Mal_Liq Spec 20mg/5ml,Enalapril Maleate,,20 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAAQAQ,Enalapril Mal,Enalapril Mal_Pdrs 2.5mg,Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAARAR,Enalapril Mal,Enalapril Mal_Liq Spec 600mcg/5ml,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAASAS,Enalapril Mal,Enalapril Mal_Liq Spec 1mg/5ml,Enalapril Maleate,,1 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAATAT,Enalapril Mal,Enalapril Mal_Liq Spec 3.5mg/5ml,Enalapril Maleate,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAAUAU,Enalapril Mal,Enalapril Mal_Oral Soln 10mg/5ml,Enalapril Maleate,,10 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAAVAV,Enalapril Mal,Enalapril Mal_Liq Spec 500mcg/5ml,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAAWAW,Enalapril Mal,Enalapril Mal_Liq Spec 2mg/5ml,Enalapril Maleate,,2 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAAXAX,Enalapril Mal,Enalapril Mal_Liq Spec 3.75mg/5ml,Enalapril Maleate,,75 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAAYAY,Enalapril Mal,Enalapril Mal_Liq Spec 3mg/5ml,Enalapril Maleate,,3 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AAAZAZ,Enalapril Mal,Enalapril Mal_Liq Spec 4mg/5ml,Enalapril Maleate,,4 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABABA,Enalapril Mal,Enalapril Mal_Pdrs 1.2mg,Enalapril Maleate,,1.2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABBBB,Enalapril Mal,Enalapril Mal_Liq Spec 25mg/5ml,Enalapril Maleate,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABCBC,Enalapril Mal,Enalapril Mal_Liq Spec 7mg/5ml,Enalapril Maleate,,7 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABDBD,Enalapril Mal,Enalapril Mal_Pdrs 2mg,Enalapril Maleate,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABEBE,Enalapril Mal,Enalapril Mal_Cap 2mg,Enalapril Maleate,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABFBF,Enalapril Mal,Enalapril Mal_Oral Soln 1.25mg/5ml,Enalapril Maleate,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABGBG,Enalapril Mal,Enalapril Mal_Cap 3mg,Enalapril Maleate,,3 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABHBH,Enalapril Mal,Enalapril Mal_Wafer 2.5mg,Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABIBI,Enalapril Mal,Enalapril Mal_Wafer 5mg,Enalapril Maleate,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABJBJ,Enalapril Mal,Enalapril Mal_Wafer 10mg,Enalapril Maleate,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABKBK,Enalapril Mal,Enalapril Mal_Wafer 20mg,Enalapril Maleate,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABLBL,Enalapril Mal,Enalapril Mal_Liq Spec 12.5mg/5ml,Enalapril Maleate,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABMBM,Enalapril Mal,Enalapril Mal_Pdrs 500mcg,Enalapril Maleate,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABNBN,Enalapril Mal,Enalapril Mal_Liq Spec 15mg/5ml,Enalapril Maleate,,15 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABPBP,Enalapril Mal,Enalapril Mal_Tab 10mg               @gn,Enalapril Maleate,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABQBQ,Enalapril Mal,Enalapril Mal_Liq Spec 8mg/5ml,Enalapril Maleate,,8 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABRBR,Enalapril Mal,Enalapril Mal_Tab 20mg               @gn,Enalapril Maleate,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABSBS,Enalapril Mal,Enalapril Mal_Liq Spec 1.5mg/5ml,Enalapril Maleate,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABTBT,Enalapril Mal,Enalapril Mal_Liq Spec 1.2mg/5ml,Enalapril Maleate,,2 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABUBU,Enalapril Mal,Enalapril Mal_Liq Spec 1.667mg/5ml,Enalapril Maleate,,667 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABVBV,Enalapril Mal,Enalapril Mal_Liq Spec 40mg/5ml,Enalapril Maleate,,40 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABWBW,Enalapril Mal,Enalapril Mal_Liq Spec 7.5mg/5ml,Enalapril Maleate,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABXBX,Enalapril Mal,Enalapril Mal_Cap 2.5mg,Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABYBY,Enalapril Mal,Enalapril Mal_Oral Soln 5mg/5ml,Enalapril Maleate,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AABZBZ,Enalapril Mal,Enalapril Mal_Oral Susp 5mg/5ml,Enalapril Maleate,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AACACA,Enalapril Mal,Enalapril Mal_Oral Susp 10mg/5ml,Enalapril Maleate,,10 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0AACBCB,Enalapril Mal,Enalapril Mal_Oral Susp 1.25mg/5ml,Enalapril Maleate,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BBAAAA,Innovace,Innovace_Tab 2.5mg,Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BBABAB,Innovace,Innovace_Tab 5mg,Enalapril Maleate,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BBACAC,Innovace,Innovace_Tab 10mg,Enalapril Maleate,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BBADAD,Innovace,Innovace_Tab 20mg,Enalapril Maleate,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BBAEAF,Innovace,Innovace_Titration Pack (Tab 2.5mg/5mg),Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BBAFBH,Innovace,Innovace_Melt Wafer 2.5mg,Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BBAGBI,Innovace,Innovace_Melt Wafer 5mg,Enalapril Maleate,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BBAHBJ,Innovace,Innovace_Melt Wafer 10mg,Enalapril Maleate,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BBAIBK,Innovace,Innovace_Melt Wafer 20mg,Enalapril Maleate,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BCAAAB,Renitec,Renitec_Tab 5mg,Enalapril Maleate,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BCABAD,Renitec,Renitec_Tab 20mg,Enalapril Maleate,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BDAAAB,Enapren,Enapren_Tab 5mg,Enalapril Maleate,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BEAAAA,Pralenal,Pralenal 2.5_Tab 2.5mg,Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BEABAB,Pralenal,Pralenal 5_Tab 5mg,Enalapril Maleate,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BEACAC,Pralenal,Pralenal 10_Tab 10mg,Enalapril Maleate,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BEADAD,Pralenal,Pralenal 20_Tab 20mg,Enalapril Maleate,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BFAAAA,Ednyt,Ednyt_Tab 2.5mg,Enalapril Maleate,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BFABAB,Ednyt,Ednyt_Tab 5mg,Enalapril Maleate,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BFACAC,Ednyt,Ednyt_Tab 10mg,Enalapril Maleate,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051I0BFADAD,Ednyt,Ednyt_Tab 20mg,Enalapril Maleate,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051J0AAAAAA,Fosinopril Sod,Fosinopril Sod_Tab 10mg,Fosinopril Sodium,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051J0AAABAB,Fosinopril Sod,Fosinopril Sod_Tab 20mg,Fosinopril Sodium,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051J0AAACAC,Fosinopril Sod,Fosinopril Sod_Liq Spec 20mg/5ml,Fosinopril Sodium,,20 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051J0BBAAAA,Staril,Staril_Tab 10mg,Fosinopril Sodium,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051J0BBABAB,Staril,Staril_Tab 20mg,Fosinopril Sodium,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051J0BCAAAB,Fositens,Fositens_Tab 20mg,Fosinopril Sodium,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051J0BDAAAA,Fozitec,Fozitec_Tab 10mg,Fosinopril Sodium,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051K0AAAAAA,Lisinopril/Hydchloroth,Lisinopril/Hydchloroth_Tab 20mg/12.5mg,Lisinopril,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051K0AAABAB,Lisinopril/Hydchloroth,Lisinopril/Hydchloroth_Tab 10mg/12.5mg,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051K0BBAAAA,Zestoretic,Zestoretic 20_Tab,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051K0BBABAB,Zestoretic,Zestoretic 10_Tab,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051K0BCAAAA,Carace Plus,Carace 20 Plus_Tab,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051K0BCABAB,Carace Plus,Carace 10 Plus_Tab,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051K0BDAAAB,Caralpha,Caralpha_Tab 10mg/12.5mg,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051K0BDABAA,Caralpha,Caralpha_Tab 20mg/12.5mg,Lisinopril,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051K0BEAAAB,Lisicostad,Lisicostad_Tab 10mg/12.5mg,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051K0BEABAA,Lisicostad,Lisicostad_Tab 20mg/12.5mg,Lisinopril,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051L0AAAAAA,Lisinopril,Lisinopril_Tab 2.5mg,Lisinopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAABAB,Lisinopril,Lisinopril_Tab 5mg,Lisinopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAACAC,Lisinopril,Lisinopril_Tab 10mg,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAADAD,Lisinopril,Lisinopril_Tab 20mg,Lisinopril,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAEAE,Lisinopril,Lisinopril_Oral Liq @spec,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAFAF,Lisinopril,Lisinopril_Liq Spec 20mg/5ml,Lisinopril,,20 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAGAG,Lisinopril,Lisinopril_Liq Spec 5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAHAH,Lisinopril,Lisinopril_Liq Spec 10mg/5ml,Lisinopril,,10 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAIAI,Lisinopril,Lisinopril_Liq Spec 2.5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAJAJ,Lisinopril,Lisinopril_Liq Spec 30mg/5ml,Lisinopril,,30 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAKAK,Lisinopril,Lisinopril_Liq Spec 15mg/5ml,Lisinopril,,15 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAALAL,Lisinopril,Lisinopril_Tab 5mg                   @gn,Lisinopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAMAM,Lisinopril,Lisinopril_Liq Spec 500mcg/5ml,Lisinopril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAANAN,Lisinopril,Lisinopril_Liq Spec 7.5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAPAP,Lisinopril,Lisinopril_Tab 10mg                  @gn,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAQAQ,Lisinopril,Lisinopril_Oral Soln 5mg/5ml S/F,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAARAR,Lisinopril,Lisinopril_Liq Spec 40mg/5ml,Lisinopril,,40 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAASAS,Lisinopril,Lisinopril_Liq Spec 37.5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAATAT,Lisinopril,Lisinopril_Liq Spec 14mg/5ml,Lisinopril,,14 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAUAU,Lisinopril,Lisinopril_Oral Soln 5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAVAV,Lisinopril,Lisinopril_Oral Susp 5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAWAW,Lisinopril,Lisinopril_Oral Soln 2.5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAXAX,Lisinopril,Lisinopril_Oral Susp 2.5mg/5ml,Lisinopril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAYAY,Lisinopril,Lisinopril_Oral Soln 20mg/5ml,Lisinopril,,20 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0AAAZAZ,Lisinopril,Lisinopril_Oral Susp 20mg/5ml,Lisinopril,,20 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0BBAAAA,Zestril,Zestril_Tab 2.5mg,Lisinopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0BBABAB,Zestril,Zestril_Tab 5mg,Lisinopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0BBACAC,Zestril,Zestril_Tab 10mg,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0BBADAD,Zestril,Zestril_Tab 20mg,Lisinopril,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0BCAAAA,Carace,Carace_Tab 2.5mg,Lisinopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0BCABAB,Carace,Carace_Tab 5mg,Lisinopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0BCACAC,Carace,Carace_Tab 10mg,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0BCADAD,Carace,Carace_Tab 20mg,Lisinopril,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0BDAAAA,Acemin,Acemin_Tab 2.5mg,Lisinopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0BEAAAA,Lisopress,Lisopress_Tab 2.5mg,Lisinopril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0BEABAB,Lisopress,Lisopress_Tab 5mg,Lisinopril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0BEACAC,Lisopress,Lisopress_Tab 10mg,Lisinopril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051L0BEADAD,Lisopress,Lisopress_Tab 20mg,Lisinopril,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0AAAAAA,Perindopril Erbumine,Perindopril Erbumine_Tab 2mg,Perindopril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0AAABAB,Perindopril Erbumine,Perindopril Erbumine_Tab 4mg,Perindopril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0AAACAC,Perindopril Erbumine,Perindopril Erbumine_Liq Spec 1mg/5ml,Perindopril,,1 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0AAADAD,Perindopril Erbumine,Perindopril Erbumine_Liq Spec 2mg/5ml,Perindopril,,2 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0AAAEAE,Perindopril Erbumine,Perindopril Erbumine_Tab 4mg         @gn,Perindopril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0AAAFAF,Perindopril Erbumine,Perindopril Erbumine_Tab 8mg,Perindopril,,8 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0AAAGAG,Perindopril Erbumine,Perindopril Erbumine_Liq Spec 4mg/5ml,Perindopril,,4 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0AAAHAH,Perindopril Erbumine,Perindopril Erbumine_Liq Spec 8mg/5ml,Perindopril,,8 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0AAAIAI,Perindopril Erbumine,Perindopril Erbumine_Pdr Sach 4mg,Perindopril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0AAAJAJ,Perindopril Erbumine,Perindopril Erbumine_Pdr Sach 2mg,Perindopril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0AAAKAK,Perindopril Erbumine,Perindopril Erbumine_Oral Soln 4mg/5ml,Perindopril,,4 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0AAALAL,Perindopril Erbumine,Perindopril Erbumine_Oral Susp 4mg/5ml,Perindopril,,4 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0AAAMAM,Perindopril Erbumine,Perindopril Erbumine_Oral Soln 3mg/5ml,Perindopril,,3 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0BBAAAA,Coversyl,Coversyl_Tab 2mg,Perindopril,,2 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0BBABAB,Coversyl,Coversyl_Tab 4mg,Perindopril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051M0BBACAF,Coversyl,Coversyl_Tab 8mg,Perindopril,,8 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051N0AAAAAA,Perindopril Erbumine/Indapamide,Perindopril Erbum/Indapam_Tab 4mg/1.25mg,Perindopril,,4 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051N0BBAAAA,Coversyl Plus,Coversyl Plus_Tab,Perindopril,,,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051P0AAAAAA,Quinapril HCl/Hydchloroth,Quinapril HCl/Hydchloroth_Tab 10/12.5mg,Quinapril Hydrochloride,,12.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051P0BBAAAA,Accuretic,Accuretic_Tab 10mg/12.5mg,Quinapril Hydrochloride,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,True
0205051Q0AAAAAA,Quinapril HCl,Quinapril HCl_Tab 5mg,Quinapril Hydrochloride,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Q0AAABAB,Quinapril HCl,Quinapril HCl_Tab 10mg,Quinapril Hydrochloride,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Q0AAACAC,Quinapril HCl,Quinapril HCl_Tab 20mg,Quinapril Hydrochloride,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Q0AAADAD,Quinapril HCl,Quinapril HCl_Tab 40mg,Quinapril Hydrochloride,,40 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Q0BBAAAA,Accupro,Accupro_Tab 5mg,Quinapril Hydrochloride,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Q0BBABAB,Accupro,Accupro_Tab 10mg,Quinapril Hydrochloride,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Q0BBACAC,Accupro,Accupro_Tab 20mg,Quinapril Hydrochloride,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Q0BBADAD,Accupro,Accupro_Tab 40mg,Quinapril Hydrochloride,,40 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Q0BCAAAA,Quinil,Quinil_Tab 5mg,Quinapril Hydrochloride,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Q0BCABAB,Quinil,Quinil_Tab 10mg,Quinapril Hydrochloride,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Q0BCACAC,Quinil,Quinil_Tab 20mg,Quinapril Hydrochloride,,20 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051Q0BCADAD,Quinil,Quinil_Tab 40mg,Quinapril Hydrochloride,,40 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAAAA,Ramipril,Ramipril_Cap 1.25mg,Ramipril,,1.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAABAB,Ramipril,Ramipril_Cap 2.5mg,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAACAC,Ramipril,Ramipril_Cap 5mg,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAADAD,Ramipril,Ramipril_Cap 10mg,Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAEAE,Ramipril,Ramipril_Liq Spec 5mg/5ml,Ramipril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAFAF,Ramipril,Ramipril_Liq Spec 2.5mg/5ml,Ramipril,,5 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAGAG,Ramipril,Ramipril_Liq Spec 1.25mg/5ml,Ramipril,,25 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAHAH,Ramipril,Ramipril_Liq Spec 10mg/5ml,Ramipril,,10 mg/5 ml,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAIAI,Ramipril,Ramipril_Titration Pack (Cap 2.5/5/10mg),Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAJAJ,Ramipril,Ramipril_Liq Spec 750mcg/5ml,Ramipril,,,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAKAK,Ramipril,Ramipril_Tab 1.25mg,Ramipril,,1.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAALAL,Ramipril,Ramipril_Tab 2.5mg,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAMAM,Ramipril,Ramipril_Tab 5mg,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAANAN,Ramipril,Ramipril_Tab 10mg,Ramipril,,10 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAPAP,Ramipril,Ramipril_Tab 1.25mg                  @gn,Ramipril,,1.25 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAAQAQ,Ramipril,Ramipril_Tab 2.5mg                   @gn,Ramipril,,2.5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
0205051R0AAARAR,Ramipril,Ramipril_Tab 5mg                     @gn,Ramipril,,5 mg,Angiotensin-Converting Enzyme Inhibitors,False,False
